,M0(t=0),M0(t=1),M0(t=2),M0(t=3),M0(t=4),M0(t=5),M0(t=6),M0(t=7),M0(t=8),M0(t=9),M0(t=10),M0(t=11),M0(t=12),M0(t=13),M0(t=14),M0(t=15),M0(t=16),M0(t=17),M0(t=18),M0(t=19),M1(t=0),M1(t=1),M1(t=2),M1(t=3),M1(t=4),M1(t=5),M1(t=6),M1(t=7),M1(t=8),M1(t=9),M1(t=10),M1(t=11),M1(t=12),M1(t=13),M1(t=14),M1(t=15),M1(t=16),M1(t=17),M1(t=18),M1(t=19),M2(t=0),M2(t=1),M2(t=2),M2(t=3),M2(t=4),M2(t=5),M2(t=6),M2(t=7),M2(t=8),M2(t=9),M2(t=10),M2(t=11),M2(t=12),M2(t=13),M2(t=14),M2(t=15),M2(t=16),M2(t=17),M2(t=18),M2(t=19),M3(t=0),M3(t=1),M3(t=2),M3(t=3),M3(t=4),M3(t=5),M3(t=6),M3(t=7),M3(t=8),M3(t=9),M3(t=10),M3(t=11),M3(t=12),M3(t=13),M3(t=14),M3(t=15),M3(t=16),M3(t=17),M3(t=18),M3(t=19),M4(t=0),M4(t=1),M4(t=2),M4(t=3),M4(t=4),M4(t=5),M4(t=6),M4(t=7),M4(t=8),M4(t=9),M4(t=10),M4(t=11),M4(t=12),M4(t=13),M4(t=14),M4(t=15),M4(t=16),M4(t=17),M4(t=18),M4(t=19)
including,0.006520748,0.0033662894,0.0042111813,0.0055399514,0.0042011966,0.002050416,0.0010150822,0.00077329844,0.0029735,0.0012604863,0.0007180702,0.0011543649,0.0019053231,0.0011990422,0.0019921311,0.0020185201,0.0026702452,0.0013797595,0.006014917,0.0031619668,0.0012455818,0.0019879788,0.00433301,0.0016142697,0.0018371731,0.0039754896,0.0027364169,0.0014601223,0.0015961466,0.0014437817,0.0017484504,0.0023056236,0.0017577001,0.0020320315,0.0042199898,0.001361213,0.00070953387,0.001237864,0.004116544,0.00194385,0.0014421465,0.0010650991,0.0014994636,0.00373693,0.0012476927,0.0035454682,0.0032682791,0.0008869881,0.0015267227,0.0037548908,0.0037079551,0.0023084236,0.0018815947,0.0029071618,0.0018395088,0.0028512906,0.0028089087,0.0014826487,0.0016106734,0.0015298931,0.0016955036,0.0017508896,0.001541575,0.0015686683,0.0011490474,0.0017102958,0.0018921983,0.004275747,0.0022214004,0.0009934172,0.0013447836,0.0017669566,0.0019152517,0.0025853778,0.0019828475,0.0030485487,0.0008759568,0.001266159,0.0037849818,0.0042393827,0.0024211307,0.0012488972,0.003299384,0.0017659765,0.0015324547,0.00079296494,0.0007867735,0.001733664,0.0032538846,0.0009120562,0.001429831,0.0024199472,0.0010402163,0.0028254192,0.0019385645,0.004417955,0.00088721875,0.0012979389,0.000781278,0.00085938914
symptoms,0.0010126894,0.0015231917,0.0009519437,0.0011721958,0.0017501182,0.007656558,0.00423279,0.001280715,0.0012322818,0.0023053498,0.0026526756,0.0017828472,0.0032030714,0.001896675,0.0029103686,0.0017342187,0.004535443,0.0029620354,0.0019336708,0.00088988204,0.0017457275,0.0031840242,0.0015702036,0.0034275437,0.005312498,0.0020930122,0.0016515246,0.002243518,0.00070554094,0.0024236524,0.0024301999,0.0016431051,0.0032445563,0.0034749974,0.002871687,0.0009837791,0.0024652462,0.0011845524,0.0013504791,0.0015094528,0.0013156278,0.0025590744,0.0023874852,0.0012522822,0.0027815897,0.0029076566,0.0009996978,0.0024568865,0.0012719352,0.0038237285,0.0015140009,0.0015068441,0.0030554188,0.0010517715,0.0026632075,0.00079499657,0.002019291,0.0019447712,0.001595148,0.0022560079,0.00088467967,0.0021760457,0.0024763327,0.0035563833,0.0027776477,0.0024576664,0.0012075924,0.0022243345,0.0012727808,0.0024358765,0.005673445,0.0010989658,0.0017924975,0.0014259322,0.0025489617,0.0017216431,0.0022780444,0.0006548191,0.00078086194,0.001964188,0.0019703056,0.00085657433,0.0016494455,0.0028425255,0.0025496567,0.0013920084,0.0013731011,0.0012798229,0.0010771216,0.0031529225,0.0022330296,0.0024422929,0.0036251647,0.0021578972,0.0008157144,0.0025794664,0.0012530094,0.0012692681,0.0011757659,0.0009424417
line,0.0012860893,0.00080178154,0.00085446704,0.0010650379,0.00086875085,0.007224125,0.0032444284,0.0011553718,0.0013136539,0.0016488582,0.0010429133,0.001066581,0.0012549894,0.001064262,0.0037332228,0.0020286806,0.0015054471,0.002307873,0.00510268,0.0008296571,0.001432139,0.0026666932,0.0017916566,0.0016972579,0.0023648192,0.0019412065,0.0021695844,0.00095025013,0.0017759089,0.0033482187,0.0024085236,0.001796808,0.00052062946,0.0013865164,0.002221735,0.00082523085,0.0016510129,0.001206647,0.0026621409,0.0017686236,0.0011540044,0.0023075386,0.004895955,0.0012775875,0.0035956786,0.0022826204,0.0016278137,0.00087697734,0.0011642877,0.0007813496,0.0016995164,0.0012176145,0.0016022203,0.002563886,0.00153613,0.00063595356,0.00085920666,0.0009067563,0.0028205523,0.0041284272,0.0030324676,0.0015338068,0.0016936251,0.0019156341,0.00284453,0.0034697384,0.0011040987,0.0011249498,0.001988971,0.0014685779,0.0022861445,0.0022485082,0.0018736211,0.0013107066,0.0023056038,0.0023419843,0.0021482885,0.0029406776,0.0017689671,0.0014124388,0.0011145249,0.0010193766,0.005467404,0.0015270835,0.0027657312,0.001584986,0.0023174968,0.001732062,0.0012230963,0.0022908386,0.002293081,0.0029160797,0.0009869608,0.0015419825,0.0015639986,0.0026938522,0.0014962202,0.0015496264,0.0012285642,0.0035180354
universities,0.0007028967,0.0017658896,0.0016799276,0.0014522271,0.00056314387,0.006985323,0.0021067653,0.001266178,0.0031005284,0.0015777135,0.002346947,0.0014537319,0.0018021732,0.0025607226,0.0013096547,0.0038925759,0.0009841206,0.0012595075,0.00090184907,0.00047160266,0.0022043276,0.0016609218,0.0013301646,0.0023540496,0.0044344133,0.001174151,0.0033024263,0.0024389608,0.0010615807,0.0009652981,0.0008369283,0.002061,0.003048535,0.0029399393,0.0045921584,0.001208349,0.0016351162,0.001986551,0.0018451067,0.0026659935,0.0028516129,0.0030634352,0.0025034181,0.0021960563,0.0013115065,0.0022141065,0.004208326,0.0022249352,0.0015503365,0.0010829979,0.0016672171,0.0035634837,0.0019378447,0.001877345,0.0010005783,0.0032627985,0.0022535003,0.003508105,0.0019276125,0.0010024076,0.000570081,0.0035428621,0.003803217,0.0008355106,0.0011423535,0.0013511278,0.0016228118,0.0051565063,0.0014748689,0.0014757632,0.0028984852,0.0016462172,0.0015875216,0.0011591326,0.0011159226,0.0025882265,0.0033906004,0.0018815306,0.0030415175,0.0015181743,0.0045175995,0.00127609,0.0033170339,0.0025091304,0.0034093629,0.0014353924,0.0014180568,0.0010465996,0.005964813,0.0030530877,0.0021533165,0.0040418915,0.0009987986,0.0012452799,0.00095342944,0.0018780197,0.002618536,0.001694598,0.0026379782,0.0012501922
additional,0.0022251182,0.0020771301,0.0019243563,0.0027117096,0.0020876066,0.0066094445,0.002086414,0.0015553473,0.0020734516,0.0019605113,0.0020982763,0.005913774,0.0023399296,0.0011307779,0.004829135,0.002018809,0.004847984,0.0031405247,0.0018759174,0.0018790043,0.0026781377,0.0018599309,0.0037254656,0.00074598414,0.002850581,0.0016027166,0.0016020965,0.00081804005,0.0010935881,0.0013119199,0.004262333,0.0018463614,0.0074859154,0.0021850734,0.002385338,0.0011670112,0.002783359,0.0015713879,0.0022539722,0.00085678604,0.0015722996,0.002215188,0.0012018828,0.002025386,0.002896669,0.0028848504,0.002840325,0.0007659654,0.003361862,0.00147777,0.0022723605,0.002286967,0.002020938,0.0034089421,0.002458866,0.0014503902,0.0025405854,0.0017588941,0.0023275763,0.0033416748,0.0020625682,0.0027270436,0.002019027,0.0033331716,0.0024072172,0.0012018798,0.0012621748,0.0024217705,0.0023232957,0.0019515086,0.001137668,0.0027634636,0.0013875563,0.0011108185,0.0010885127,0.0021094952,0.0017067767,0.0011362584,0.0020714984,0.0013644976,0.0011706424,0.00087614683,0.0017342016,0.002505974,0.0015624494,0.002368483,0.0018816043,0.0012507136,0.002521744,0.00093628326,0.00096087187,0.0018430052,0.002499888,0.0027554808,0.00082240073,0.0029254737,0.0029875254,0.0025292453,0.0020336162,0.0010071361
months,0.0024129734,0.0024003803,0.004184857,0.0027688006,0.003839164,0.0062105036,0.0013809404,0.0019397332,0.0015592476,0.001127823,0.0013635334,0.00057031726,0.001616072,0.0011977145,0.0031270767,0.00660766,0.00093417283,0.0010895411,0.0011171851,0.0064841853,0.0028040747,0.0014387895,0.0013520258,0.001411092,0.001336309,0.0032149907,0.0017716419,0.002629736,0.002033846,0.0012496318,0.0015418121,0.0014382913,0.003668287,0.0021577065,0.0023916499,0.0011592341,0.0018113399,0.0023043128,0.005911377,0.004002678,0.0014932989,0.00046631336,0.0013639366,0.0011405715,0.003221669,0.003160835,0.004107045,0.0016618248,0.0029345953,0.0016506801,0.0005016045,0.0012952209,0.0022558495,0.0017743801,0.0014077986,0.0013944557,0.0022742238,0.00071180065,0.0017262716,0.0013308425,0.00077621086,0.0016794475,0.0017579725,0.003917225,0.0011421089,0.0009651835,0.0018161198,0.0014391277,0.0005706861,0.0017673875,0.0015076076,0.004123865,0.0019671188,0.0015183983,0.0009174668,0.003998505,0.0020341328,0.0019524378,0.0029103896,0.0016392624,0.001966177,0.0036218427,0.0020693536,0.003256023,0.0031124863,0.0017388819,0.0033566453,0.002910195,0.0022445484,0.0019120859,0.0029502132,0.0009631195,0.0013385062,0.0014135864,0.0030974483,0.0026061232,0.0020764268,0.0013993444,0.0016995025,0.0016466522
week,0.00381132,0.0028599454,0.0034699275,0.003798501,0.0033826246,0.0060560033,0.0016323312,0.0019100397,0.0005131234,0.0024028642,0.001007815,0.0009887462,0.0032001545,0.0021051308,0.0018816565,0.00046440255,0.0018231064,0.0013812438,0.004405799,0.0014686378,0.0022653576,0.0019951316,0.0033621525,0.0015572347,0.0052024084,0.0029633846,0.00078072655,0.0041404986,0.00249564,0.0007572846,0.0015657329,0.00088695437,0.0016930011,0.0009082306,0.0016777276,0.0027508237,0.0014223222,0.0014239794,0.0016143306,0.0033143945,0.0016097588,0.0018368494,0.0010586097,0.0014245368,0.00097456865,0.0012092091,0.0010344571,0.0018502856,0.001711975,0.0042407457,0.0016295197,0.001607784,0.0030959118,0.0022229792,0.0024234052,0.0035001014,0.0015348337,0.001206346,0.0018893437,0.001353432,0.0033668699,0.00069640763,0.0029083525,0.0012222753,0.0017924522,0.003605164,0.0033394364,0.0023175238,0.0020747886,0.00221311,0.0019085705,0.0023735557,0.0031573004,0.0021645715,0.009360618,0.001988885,0.0022745032,0.0039975448,0.0023400774,0.004741675,0.0012749917,0.0018044655,0.001290084,0.0008743335,0.0019620182,0.00039479748,0.0021877312,0.0016239084,0.0014088633,0.0011660812,0.0012864558,0.0027186028,0.0011333667,0.0023426253,0.0012142509,0.0022304163,0.001423624,0.00094378914,0.0019525999,0.001632351
open,0.003315017,0.00353886,0.0032611021,0.004107269,0.0028451222,0.0058360603,0.0011806153,0.0013179728,0.002789152,0.002749617,0.0013503749,0.0022974797,0.0024061995,0.0022536747,0.0012023986,0.00266179,0.0016313257,0.0010838726,0.002117597,0.002047546,0.00213624,0.0005888426,0.003985266,0.0009971487,0.0011682491,0.0022238998,0.001970588,0.0012789468,0.0016653158,0.0012264336,0.0012109664,0.0013267336,0.0007747968,0.0015686739,0.0008355101,0.00057679473,0.0017797601,0.0013075166,0.003310145,0.00072118524,0.0024002744,0.00094751955,0.0017757256,0.0020180985,0.002644151,0.0021616742,0.001955877,0.00054463034,0.0010866007,0.0013293708,0.0010867746,0.0021732624,0.0016751047,0.0017717386,0.0006939212,0.0017736239,0.0029892274,0.0015350046,0.0021734545,0.0014352706,0.00064499484,0.0023400472,0.00078158255,0.0030559425,0.0014832636,0.0015415195,0.001882393,0.0021077394,0.0018286003,0.001524691,0.0011307308,0.0023832303,0.0034932226,0.0013794194,0.0014879483,0.0013859648,0.001433196,0.0016506922,0.0023972963,0.0032548548,0.00084616296,0.0010607762,0.001397673,0.0017510428,0.0038930094,0.0027015032,0.00095575594,0.0011031252,0.001069236,0.0017302006,0.0020786629,0.0012282364,0.0013601128,0.005177796,0.0022557115,0.0017843464,0.002773518,0.0020732163,0.00222936,0.001041497
marshall,0.0009559788,0.0011748619,0.00091362826,0.0005721453,0.00084380596,0.0054485486,0.0015334134,0.0013722305,0.0018230127,0.0038704863,0.004141641,0.009462088,0.000625991,0.001742067,0.0020024795,0.0031273381,0.0032775537,0.0016030907,0.0016547896,0.0013903175,0.0017346732,0.0028844306,0.0024854415,0.0024366926,0.0008436963,0.0010832185,0.0042840014,0.00085289724,0.0008832731,0.0040387707,0.0025736545,0.0020128815,0.0014527226,0.0012440328,0.0015717018,0.0021843205,0.0020360164,0.0016719432,0.001313381,0.0019458248,0.0014233966,0.0012597055,0.0036317224,0.0025632374,0.0026363654,0.002563952,0.0009299553,0.0018257935,0.00080602296,0.0014251634,0.002492151,0.0036776157,0.0010817461,0.0022486662,0.0026927765,0.0012737762,0.001457835,0.0024542883,0.0012313648,0.0021693797,0.0038193127,0.0024619712,0.0016650326,0.0014519417,0.0012996717,0.0019314403,0.00146162,0.0037284095,0.0020879563,0.0012362992,0.0031034155,0.0009136544,0.0012153431,0.002128575,0.0023070527,0.0031068723,0.0020505418,0.0019090837,0.0023437177,0.0014082991,0.0025459286,0.0010089907,0.0011245748,0.0019667775,0.00072435295,0.0023443687,0.0022434616,0.0020370542,0.0015441134,0.0013751518,0.0019426107,0.0029161614,0.0016530992,0.0015323897,0.0016396691,0.0031858585,0.0036931243,0.0021377786,0.003567692,0.0020289312
angola,0.00097285263,0.0006573022,0.0009706534,0.0010558212,0.0008443848,0.0054049646,0.0013593552,0.003766299,0.0013101248,0.0042327708,0.0020305046,0.0031423362,0.001466634,0.0016751066,0.0011362768,0.0021948656,0.0032010677,0.0028292455,0.0007917862,0.0007830286,0.0011996671,0.0015705368,0.0014202745,0.0015837859,0.0030943109,0.0009831636,0.0040018903,0.0012637612,0.0008694488,0.004552402,0.0015330019,0.0022602633,0.001724775,0.0013187028,0.005254734,0.00062159746,0.0025219999,0.0013462527,0.0015994299,0.0019333214,0.0012704501,0.001545488,0.002343954,0.0022395314,0.001624486,0.0028787642,0.009460676,0.0030531064,0.00089590525,0.0025062887,0.0017925273,0.0017845733,0.0030802435,0.0007223207,0.0024500582,0.0012728833,0.0011921363,0.0020194908,0.0015189928,0.003195744,0.005656223,0.005425933,0.0015151472,0.002744074,0.00089970365,0.0014288182,0.0023606408,0.0014942243,0.0034440232,0.00082793296,0.002215359,0.002699097,0.0029489,0.0022098676,0.0010961962,0.004342196,0.0021209216,0.0030236386,0.0009661128,0.0017004116,0.0019153174,0.0019035413,0.0023178095,0.0013016092,0.0073265536,0.0020499995,0.0015244026,0.0024955685,0.0028999336,0.0026143596,0.001563762,0.004049713,0.0025883554,0.0024941876,0.0012839678,0.0016686559,0.0031985284,0.0022269555,0.00089687505,0.0012439827
affected,0.0015890212,0.0014190801,0.0009073441,0.0026121316,0.0020265626,0.005306968,0.00091304025,0.00139008,0.002741395,0.0020705732,0.0011302889,0.0017381617,0.0017695567,0.001841896,0.0024884357,0.0010937307,0.0017238351,0.0035093569,0.0019633262,0.00071208045,0.0029495347,0.0029940556,0.0025582837,0.0018235231,0.0023002871,0.0014162692,0.0014475052,0.0011043043,0.0017094101,0.0027677396,0.0015648204,0.0020808538,0.002245706,0.0015304745,0.0007174931,0.0013950136,0.0014172767,0.001686435,0.0015131914,0.0010264558,0.0028413371,0.0022391048,0.0006972234,0.0014483264,0.0020903233,0.0015813896,0.0051836413,0.0022891113,0.002055567,0.0026293434,0.0030711743,0.0015321204,0.0020289833,0.0021770955,0.0032352225,0.001161859,0.0035465213,0.0017502046,0.0014319655,0.0029807268,0.0020159343,0.0015298455,0.0010929693,0.0017403112,0.001738005,0.00093190564,0.0016598459,0.0008769598,0.0018266989,0.0025524285,0.001383704,0.0030904955,0.0018868839,0.0029453684,0.0017500208,0.00091176137,0.0032387574,0.0016132545,0.0019193063,0.0017965692,0.0032489544,0.0022400308,0.003979664,0.0013703015,0.0025895694,0.0010402721,0.0008019436,0.0036585466,0.0016766596,0.002887012,0.0016697345,0.0021759893,0.002785372,0.0021111837,0.00092071405,0.004074284,0.0038933058,0.0019421533,0.0019721587,0.00059915293
enter,0.002555697,0.0018156357,0.0014822386,0.001676743,0.0014981008,0.0052913977,0.0020190757,0.002448807,0.0015050148,0.0007352568,0.0018374863,0.0009991681,0.0007417165,0.004238521,0.0034283565,0.0018934909,0.0011912795,0.0017968379,0.0018586926,0.0025877361,0.0018718713,0.00063739426,0.0011627814,0.0011044522,0.0009958745,0.00057141145,0.0019258411,0.0024077538,0.0056039784,0.004359095,0.0020621354,0.0023446062,0.00160663,0.00059813814,0.0020748943,0.0014395328,0.0018265065,0.0014560518,0.0017441283,0.0016501229,0.0012246752,0.0010966322,0.0022363518,0.0019376808,0.0018620149,0.002639528,0.0012786916,0.003102696,0.0021064803,0.0012120609,0.0032168734,0.0015674426,0.001142969,0.0032517163,0.00413339,0.0025950284,0.0023564298,0.0015933476,0.0036541775,0.00085970666,0.0033123451,0.0020001144,0.0008126601,0.0017222636,0.0007953451,0.0013435545,0.0011107647,0.0025563699,0.0023105503,0.0008117755,0.0026263013,0.0032811735,0.0017881463,0.0015348796,0.0013592318,0.0017859563,0.0036039504,0.001464052,0.0027202624,0.0014653102,0.0011291059,0.0011472357,0.00094864174,0.0009515113,0.0011930278,0.003089193,0.0014143157,0.0017236457,0.0015698123,0.0016873307,0.0029173093,0.0003289431,0.0013207402,0.0017560082,0.00056078495,0.000859667,0.00250653,0.0017226791,0.0017558686,0.0015139162
restaurants,0.0013466742,0.0022240793,0.0021316756,0.0018527501,0.001182101,0.0051332745,0.0012809415,0.0016855947,0.002391412,0.0018244851,0.0014470189,0.0019367791,0.00095714896,0.00400387,0.0016040192,0.004400695,0.0033835627,0.0011304814,0.001376849,0.0032300896,0.0023034168,0.001644758,0.001389405,0.0014911748,0.0010888157,0.0034559174,0.0013240257,0.0024241419,0.0025418883,0.0012040326,0.0017582215,0.0007719736,0.0018028801,0.0015535124,0.0031242187,0.0045363493,0.0012700887,0.005457058,0.0013545679,0.0029538455,0.0015016011,0.0011765644,0.0018065756,0.002161341,0.0023461755,0.00088506896,0.0006299205,0.0005758626,0.002978226,0.0012629067,0.0017159834,0.0015416238,0.0011554302,0.0041879644,0.0013503599,0.00320909,0.0014243947,0.002482743,0.0023334865,0.000977448,0.0034563476,0.0017141701,0.0028638358,0.002186041,0.0011824908,0.004370449,0.002787505,0.0015527259,0.0011148499,0.0013500566,0.0016286501,0.001342835,0.001093619,0.002361027,0.0015595088,0.0017647062,0.0022695262,0.00215973,0.0033821643,0.0019529521,0.0020550187,0.0028341862,0.001228601,0.0016044595,0.0017781062,0.0025227303,0.0014907051,0.0012321164,0.0015507624,0.0029543648,0.0012888463,0.0020245416,0.0010694298,0.0016675087,0.002617853,0.0018826117,0.0016038963,0.0014898008,0.0029685507,0.0046766014
prevent,0.0033448709,0.0024665683,0.002563006,0.002702785,0.0018144576,0.005070503,0.0015464346,0.0013960289,0.0024711224,0.0010732975,0.0006140927,0.0026999735,0.0012067904,0.0013934271,0.0018264547,0.0024354006,0.0017752813,0.0017179823,0.0017409222,0.0031942283,0.00222651,0.0022961022,0.0025542243,0.00059677096,0.0014144504,0.0028447418,0.0014687254,0.004271465,0.0019261726,0.0012148438,0.00084880396,0.0027527711,0.00124819,0.0009411595,0.0015686075,0.000658927,0.0013042424,0.0015132739,0.0058656335,0.0011769783,0.0031369259,0.002200844,0.0034307046,0.0020030758,0.0012454728,0.0018223427,0.005333315,0.0037777326,0.002135464,0.002630258,0.0013098604,0.00059758004,0.002689958,0.0032083371,0.0014364038,0.0023198763,0.0010530832,0.0009457714,0.00069986185,0.0070260214,0.0023837888,0.0015928509,0.0018622589,0.0030156693,0.0040497356,0.002095998,0.003176849,0.0010131041,0.0032578406,0.0013822841,0.0012521226,0.003191178,0.0021666987,0.001964162,0.0026163172,0.0022450532,0.00066888024,0.0011811702,0.0014067792,0.0029557804,0.00285336,0.0006768764,0.0039562974,0.0023888694,0.0013454431,0.001779127,0.0015626898,0.0012969386,0.0033064608,0.0006185491,0.0023600846,0.0010736536,0.004447306,0.0038933195,0.003905549,0.0013140257,0.0027568978,0.0032732086,0.0017316244,0.0013935594
banned,0.0042255404,0.005995142,0.0019942063,0.0032430727,0.004209151,0.0048355297,0.0012784069,0.00095748494,0.0028182084,0.001611709,0.00054101326,0.002135227,0.0019890037,0.0029893734,0.0025971264,0.0023012205,0.0017346544,0.0023865816,0.0021394703,0.002200842,0.0028319499,0.0016555111,0.003178303,0.0011995988,0.0026812435,0.002457178,0.0026394199,0.0023508894,0.0020867076,0.0013781375,0.0052727344,0.001689517,0.0017975406,0.00178331,0.0013164164,0.001171863,0.0013784615,0.0017517819,0.001904914,0.0005709331,0.0011006612,0.0010561633,0.0013766119,0.0021135805,0.0017914536,0.0013027071,0.001771443,0.002526827,0.002115493,0.0009588079,0.0016997268,0.0017525643,0.0022929404,0.0031578161,0.0016472327,0.0026812167,0.004207353,0.0014414199,0.0011289007,0.0015534472,0.001150375,0.0019508705,0.0011100952,0.0012422838,0.0026366252,0.001692172,0.0023717252,0.0050833332,0.0011053418,0.001899324,0.0019657232,0.0018250941,0.0052281846,0.0024473958,0.0013288045,0.0022913571,0.0020534717,0.00092533283,0.0021011885,0.0012116401,0.0014919883,0.00054281455,0.002123746,0.0020542059,0.0016520906,0.0018452737,0.0032431202,0.003103205,0.0014954784,0.0015852271,0.0013030561,0.0016444052,0.0017382221,0.002409469,0.0009323926,0.0010933763,0.0015472762,0.0038433382,0.0012086958,0.0032152545
period,0.0045115305,0.0042800987,0.0066535315,0.004295215,0.006721463,0.004755295,0.0028576262,0.0013317764,0.0011951699,0.0016967199,0.0019368771,0.002446508,0.003090098,0.0009929442,0.002378601,0.0013118089,0.00068521523,0.0010359945,0.001957569,0.007287735,0.002244837,0.0010213573,0.0020672278,0.0024964372,0.0014997553,0.0032141414,0.0010809209,0.0021376049,0.00084819185,0.0014062342,0.0014936522,0.004640289,0.0013908707,0.0008738691,0.0025338666,0.0013531303,0.0019576345,0.001811164,0.0016074104,0.003455498,0.0037991903,0.003973277,0.0011239302,0.0017411928,0.0013830378,0.0021988505,0.007133132,0.0013628525,0.0055333353,0.0021239964,0.00322869,0.0015396312,0.0011463905,0.00082696206,0.0033274249,0.005067604,0.0023728746,0.002270989,0.004533279,0.0016803554,0.00226631,0.0012256317,0.0017132803,0.0018019233,0.00087807426,0.00077329803,0.0041981,0.0016575793,0.0017871831,0.0037017737,0.0008886809,0.0045738206,0.0009930189,0.0008215788,0.0013924018,0.0019159229,0.0038743445,0.0023967114,0.0012756628,0.0018595662,0.0008385313,0.0019981193,0.0019307557,0.0011970646,0.0025776508,0.00064937084,0.0012297613,0.0006270639,0.0013244709,0.0010819308,0.0042080455,0.0010660832,0.0011747587,0.0005558279,0.0029234127,0.0017691621,0.0042558108,0.0010400267,0.0012866221,0.0009037256
